,synchronicity_centrality,synchronicity_density,synchronicity_group_size,synchronicity_score,metronome_centrality,metronome_density,metronome_group_size,metronome_score,shares_centrality,shares_density,shares_group_size,shares_score,misinfo_centrality,misinfo_density,misinfo_group_size,misinfo_score,viral_centrality,viral_density,viral_group_size,viral_score,content_uniqueness_centrality,content_uniqueness_density,content_uniqueness_group_size,content_uniqueness_score,network_diversity_centrality,network_diversity_density,network_diversity_group_size,network_diversity_score,content_originality_centrality,content_originality_density,content_originality_group_size,content_originality_score,Archetype_ID
1ac091b8ed5c4e42383f1b4ff4cc9b2d,0.0,0.0,0,0.0,0.0023612750885478157,0.14762471975185912,819,3.796283657850123,0.023809523809523808,0.1025042163525922,662,4.164709663539879,0.021798365122615803,0.11752508361204013,300,2.8254261177678233,0.0,0.0,0,0.0,0.006564551422319475,1.0,4,0.0640235967727943,0.0,0.0,0,0.0,0.035460992907801414,1.0,6,0.47566870770222364,3
7dfe211c973782e77b2c5f81f4e7f545,0.34191176470588236,1.0,94,0.6931471805599453,0.10979929161747343,0.14762471975185912,819,1.1412044065029952,0.046218487394957986,0.1025042163525922,662,1.8195439355418688,0.10626702997275204,0.11752508361204013,300,1.7781512503836436,0.0,0.0,0,0.0,0.0,0.0,1,0.06578947368421052,0.04201680672268908,0.05073736366148241,654,0.3023255813953488,0.0,0.0,0,0.0,4
592ead639b1606d9a42014462a4b666e,0.0,0.0,0,0.0,0.05785123966942148,0.14762471975185912,819,1.7450683194765542,0.12605042016806722,0.1025042163525922,662,2.271841606536499,0.18528610354223432,0.11752508361204013,300,1.8976270912904414,0.0,0.0,0,0.0,0.010940919037199124,1.0,6,0.05583756345177665,0.049019607843137254,0.05073736366148241,654,0.14492753623188406,0.0,0.0,0,0.0,1
b93ce2be82dac58c7e2cf32be9183e16,0.0,0.0,0,0.0,0.20306965761511214,0.14762471975185912,819,1.2904094939868729,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
8e0f4a90bc487d61bc76bd0fb77e35ca,0.0,0.0,0,0.0,0.20661157024793386,0.14762471975185912,819,1.3266199571353745,0.11764705882352941,0.1025042163525922,662,2.934498451243568,0.18256130790190736,0.11752508361204013,300,1.9030899869919435,0.0,0.0,0,0.0,0.010940919037199124,1.0,6,0.039634146341463415,0.0350140056022409,0.05073736366148241,654,0.12211221122112212,0.0,0.0,0,0.0,1
83ee142cfd2d7dc20ce89cc1eb3a8494,0.0,0.0,0,0.0,0.20188902007083825,0.14762471975185912,819,1.2505689636296418,0.011204481792717087,0.1025042163525922,662,1.0413926851582251,0.024523160762942777,1.0,10,0.3010299956639812,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.023809523809523808,0.05073736366148241,654,0.5,0.0,0.0,0,0.0,2
84556cef57a016f8e5a7a3af76e573ab,0.0,0.0,0,0.0,0.10979929161747343,0.14762471975185912,819,1.11477417381971,0.028011204481792718,0.1025042163525922,662,1.568201724066995,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.03221288515406163,0.05073736366148241,654,0.35294117647058826,0.0,0.0,0,0.0,2
c491c16b1191b28db5cdeab8c4b57431,0.0,0.0,0,0.0,0.20425029515938606,0.14762471975185912,819,1.2639701061281272,0.1568627450980392,0.1025042163525922,662,2.519827993775719,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00437636761487965,1.0,3,0.05994550408719346,0.06022408963585434,0.05073736366148241,654,0.25,0.0,0.0,0,0.0,2
fd7eed931500c580841dc283c9d899b7,0.0,0.0,0,0.0,0.2680047225501771,0.14762471975185912,819,1.4225079152050961,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
f01d3355c2bb73ff780f76025ffbd622,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.018207282913165267,0.1025042163525922,662,1.255272505103306,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.03361344537815126,0.05073736366148241,654,0.42857142857142855,0.0,0.0,0,0.0,2
9bae01fa70309f30694aaaaf00a61afd,0.0,0.0,0,0.0,0.10861865407319952,0.14762471975185912,819,1.130261836789341,0.11204481792717087,0.1025042163525922,662,2.2380461031287955,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00437636761487965,1.0,3,0.03910614525139665,0.05322128851540616,0.05073736366148241,654,0.1532258064516129,0.0,0.0,0,0.0,2
fc31183f838188bb74bd6c69901193ff,0.0,0.0,0,0.0,0.20543093270365997,0.14762471975185912,819,1.3207044126393517,0.08683473389355742,0.1025042163525922,662,2.0293837776852097,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.025210084033613446,0.05073736366148241,654,0.5,0.0,0.0,0,0.0,2
ae96d24c6a9de673cd597a0639187424,0.0,0.0,0,0.0,0.26564344746162927,0.14762471975185912,819,1.4309740296446611,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
f57ffa95f97e925b7408933ea0e957aa,0.0,0.0,0,0.0,0.19952774498229042,0.14762471975185912,819,1.2379585280072443,0.03221288515406163,0.1025042163525922,662,1.5563025007672873,0.027247956403269755,0.11752508361204013,300,1.0791812460476249,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.036414565826330535,0.05073736366148241,654,0.36,0.0,0.0,0,0.0,1
9b8388e08a38372a67a3bf78fd10a8d9,0.0,0.0,0,0.0,0.26682408500590316,0.14762471975185912,819,1.3990814969799752,0.011204481792717087,0.1025042163525922,662,1.0413926851582251,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.023809523809523808,0.05073736366148241,654,0.5,0.0,0.0,0,0.0,2
3c15d63bf0e4b4574bb65d733f5a6258,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.08543417366946779,0.1025042163525922,662,2.060697840353612,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0087527352297593,1.0,5,0.017241379310344827,0.06442577030812326,0.05073736366148241,654,0.20253164556962025,0.0,0.0,0,0.0,2
2f7bea293789446f66c26b14b9a780ba,0.0,0.0,0,0.0,0.19952774498229042,0.14762471975185912,819,1.4635064961072766,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
559afa5c7abe93a662fb3df3e26a5cd4,0.0,0.0,0,0.0,0.10979929161747343,0.14762471975185912,819,1.1220708603476548,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
ace24e26d35a307b5ebb23e2e67a0f1c,0.0,0.0,0,0.0,0.024793388429752063,0.14762471975185912,819,0.9354565804726741,0.12324929971988796,0.1025042163525922,662,2.9561684304753633,0.024523160762942777,0.11752508361204013,300,1.1139433523068367,0.0,0.0,0,0.0,0.01312910284463895,1.0,7,0.02736842105263158,0.05322128851540616,0.05073736366148241,654,0.18699186991869918,0.0,0.0,0,0.0,1
4beaaa8daf1704fcf3cef544d36f6509,0.04779411764705882,0.7941176470588235,17,3.295836866004329,0.10861865407319952,0.14762471975185912,819,1.1334687452271144,0.12745098039215685,0.1025042163525922,662,2.716003343634799,0.02997275204359673,1.0,12,0.47712125471966244,0.0,0.0,0,0.0,0.030634573304157548,1.0,15,0.013108614232209739,0.05042016806722689,0.05073736366148241,654,0.16908212560386474,0.0,0.0,0,0.0,2
03a05508f9a2899dcd3e689fb47ed900,0.34191176470588236,1.0,94,0.6931471805599453,0.269185360094451,0.14762471975185912,819,1.427669772133545,0.16106442577030813,0.1025042163525922,662,2.545307116465824,0.18256130790190736,0.11752508361204013,300,1.9138138523837167,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.05182072829131653,0.05073736366148241,654,0.15165876777251186,0.0,0.0,0,0.0,4
56b90d7646f4f3862c6b8bc077559056,0.0,0.0,0,0.0,0.11334120425029515,0.14762471975185912,819,1.152273532591915,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
da78da28fc3312056e9478a6d69958f1,0.0,0.0,0,0.0,0.20425029515938606,0.14762471975185912,819,1.2888625212824727,0.01680672268907563,0.1025042163525922,662,1.2304489213782739,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.03221288515406163,0.05073736366148241,654,0.6666666666666666,0.0,0.0,0,0.0,2
0e7bdd8e036116ca0be45075d567392c,0.0,0.0,0,0.0,0.269185360094451,0.14762471975185912,819,1.4015763239611958,0.0938375350140056,0.1025042163525922,662,2.0969100130080562,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.037815126050420166,0.05073736366148241,654,0.34146341463414637,0.0,0.0,0,0.0,2
0c5c19375535f6ac16a09f33bf410b44,0.0,0.0,0,0.0,0.26682408500590316,0.14762471975185912,819,1.4138095257417957,0.09803921568627451,0.1025042163525922,662,2.12057393120585,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.010940919037199124,1.0,6,0.07453416149068323,0.037815126050420166,0.05073736366148241,654,0.3953488372093023,0.0,0.0,0,0.0,2
ef379363422a9665f181aca64d03db0b,0.0,0.0,0,0.0,0.20425029515938606,0.14762471975185912,819,1.255480356439347,0.03221288515406163,0.1025042163525922,662,1.6720978579357175,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.04201680672268908,0.05073736366148241,654,0.28,0.0,0.0,0,0.0,2
e07f6ecfd528fc8fd8ae5eae4d3c2193,0.0,0.0,0,0.0,0.2703659976387249,0.14762471975185912,819,1.4056989668574238,0.004201680672268907,1.0,4,0.8450980400142568,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.006564551422319475,1.0,4,0.06666666666666667,0.07282913165266107,1.0,53,1.0,0.0070921985815602835,1.0,2,0.3191489361702128,0
525aacc8e246df1885c5d1ee2feec506,0.0,0.0,0,0.0,0.20188902007083825,0.14762471975185912,819,1.2536805402207398,0.11204481792717087,0.1025042163525922,662,2.1986570869544226,0.1307901907356948,0.11752508361204013,300,2.1367205671564067,0.0,0.0,0,0.0,0.0087527352297593,1.0,5,0.054945054945054944,0.037815126050420166,0.05073736366148241,654,0.2777777777777778,0.0,0.0,0,0.0,1
11a6947237b2bd9bbad4a1d4ec90479f,0.0,0.0,0,0.0,0.20188902007083825,0.14762471975185912,819,1.2433084584877625,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
91b96717b9950189c5ab72107e446fd8,0.0,0.0,0,0.0,0.20188902007083825,0.14762471975185912,819,1.243930937933587,0.12464985994397759,0.1025042163525922,662,2.255272505103306,0.013623978201634877,1.0,6,0.6020599913279624,0.0,0.0,0,0.0,0.0087527352297593,1.0,5,0.07142857142857142,0.05322128851540616,0.05073736366148241,654,0.152,0.0,0.0,0,0.0,2
5e1d7730a518ffb4d1a21241493a9c57,0.0,0.0,0,0.0,0.03896103896103896,0.14762471975185912,819,1.9359188105433687,0.1134453781512605,0.1025042163525922,662,2.9143431571194407,0.021798365122615803,0.11752508361204013,300,2.816241299991783,0.0,0.0,0,0.0,0.00437636761487965,1.0,3,0.010482180293501049,0.05042016806722689,0.05073736366148241,654,0.16901408450704225,0.04964539007092199,1.0,8,0.38461538461538464,3
84e2744144b18c34509c026baba470cc,0.0,0.0,0,0.0,0.20425029515938606,0.14762471975185912,819,1.2637375364271546,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
c28f18ff80c757e45cb845bf4f04fa7e,0.0,0.0,0,0.0,0.20188902007083825,0.14762471975185912,819,1.2716859329861987,0.05182072829131653,0.1025042163525922,662,3.511749711344983,0.09536784741144413,0.11752508361204013,300,2.404833716619938,0.0,0.0,0,0.0,0.010940919037199124,1.0,6,0.011739915713425647,0.02100840336134454,0.05073736366148241,654,0.09409190371991247,0.0,0.0,0,0.0,1
7ee0c21fabe7324f2db8329509a102de,0.0,0.0,0,0.0,0.034238488783943324,0.14762471975185912,819,1.0243388793421548,0.15266106442577032,0.1025042163525922,662,2.4712917110589387,0.10354223433242507,0.11752508361204013,300,2.173186268412274,0.0,0.0,0,0.0,0.006564551422319475,1.0,4,0.06395348837209303,0.06162464985994398,0.05073736366148241,654,0.20588235294117646,0.0,0.0,0,0.0,1
4355ac9fe364af2f7b46b5e1e77b289e,0.007352941176470588,1.0,3,2.0794415416798357,0.06847697756788665,0.14762471975185912,819,1.7078405977771438,0.12464985994397759,0.1025042163525922,662,2.8457180179666586,0.07629427792915532,0.11752508361204013,300,2.3560258571931225,0.0,0.0,0,0.0,0.010940919037199124,1.0,6,0.035024154589371984,0.04481792717086835,0.05073736366148241,654,0.18041237113402062,0.0,0.0,0,0.0,1
50496523b17dac29ec6704262594c857,0.34191176470588236,1.0,94,0.6931471805599453,0.05903187721369539,0.14762471975185912,819,1.745310692818602,0.15406162464985995,0.1025042163525922,662,2.513217600067939,0.17438692098092642,0.11752508361204013,300,1.863322860120456,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.02661064425770308,0.05073736366148241,654,0.11224489795918367,0.0,0.0,0,0.0,4
0d9703e344302b345a7a8cd98742a68a,0.0,0.0,0,0.0,0.03896103896103896,0.14762471975185912,819,1.941911057602026,0.15966386554621848,0.1025042163525922,662,2.48572142648158,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.006564551422319475,1.0,4,0.042492917847025496,0.0546218487394958,0.05073736366148241,654,0.15328467153284672,0.0,0.0,0,0.0,2
2c3fff70a248262badad8f2828e9136b,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0196078431372549,0.1025042163525922,662,1.3222192947339193,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.006564551422319475,1.0,4,0.041666666666666664,0.015406162464985995,0.05073736366148241,654,0.625,0.0,0.0,0,0.0,2
f63a54d2f8ad9d5c9256833d0831d43c,0.0,0.0,0,0.0,0.03659976387249114,0.14762471975185912,819,1.9466846379393072,0.14985994397759103,0.1025042163525922,662,2.424881636631067,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0742296918767507,0.05073736366148241,654,0.2185430463576159,0.0,0.0,0,0.0,2
07916b5f9d395b4ba287939d7662b94d,0.0,0.0,0,0.0,0.2680047225501771,0.14762471975185912,819,1.4266131127434656,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
1665e22b0f564cd46d343f7677014821,0.0,0.0,0,0.0,0.04014167650531287,0.14762471975185912,819,2.153077388489175,0.0028011204481792717,1.0,3,6.005855461582021,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0350109409190372,1.0,17,2.673400580815372e-06,0.018207282913165267,0.05073736366148241,654,0.5416666666666666,0.0070921985815602835,1.0,2,0.005207364701506416,3
35517315765e7f832879dfe6ff1ecc24,0.022058823529411763,0.8571428571428571,8,7.690286020676768,0.20188902007083825,0.14762471975185912,819,1.3368853238902183,0.09663865546218488,0.1025042163525922,662,3.1861083798132053,0.07084468664850135,0.11752508361204013,300,1.5185139398778875,0.0,0.0,0,0.0,0.0087527352297593,1.0,5,0.04702970297029703,0.05742296918767507,0.05073736366148241,654,0.16666666666666666,0.0,0.0,0,0.0,1
7304fc6be58c0838f44773abd8f38ad8,0.0,0.0,0,0.0,0.20306965761511214,0.14762471975185912,819,1.2836503833315507,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
4658023068555f5bf680f34991cbbf12,0.0,0.0,0,0.0,0.11097992916174734,0.14762471975185912,819,1.11278766768314,0.14285714285714285,0.1025042163525922,662,2.6503075231319366,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0087527352297593,1.0,5,0.05473684210526316,0.022408963585434174,0.05073736366148241,654,0.10880829015544041,0.0,0.0,0,0.0,2
40743c2ea5139af088057763ab069b1a,0.0,0.0,0,0.0,0.0023612750885478157,0.14762471975185912,819,3.609970236967543,0.03221288515406163,0.1025042163525922,662,3.9474827365569185,0.03814713896457766,0.11752508361204013,300,2.7701152947871015,0.0,0.0,0,0.0,0.0087527352297593,1.0,5,0.01693979009390536,0.028011204481792718,0.05073736366148241,654,0.11551155115511551,0.02127659574468085,1.0,4,0.4423076923076923,3
1b73bad1a7fa1cc753ac6ab42be375b9,0.011029411764705881,0.7333333333333333,6,13.621371043387192,0.03896103896103896,0.14762471975185912,819,1.9285447575539538,0.11624649859943978,0.1025042163525922,662,2.900913067737669,0.0326975476839237,1.0,13,0.6989700043360189,0.0,0.0,0,0.0,0.002188183807439825,1.0,2,0.044061302681992334,0.06022408963585434,0.05073736366148241,654,0.1919191919191919,0.0,0.0,0,0.0,2
4d1389bd32de5dfc0a3fab14573131ac,0.01838235294117647,1.0,6,9.704060527839234,0.0059031877213695395,0.14762471975185912,819,3.283785881711525,0.025210084033613446,0.1025042163525922,662,3.874771637184298,0.09264305177111716,0.11752508361204013,300,2.413299764081252,0.0,0.0,0,0.0,0.002188183807439825,1.0,2,0.0058484349258649095,0.015406162464985995,0.05073736366148241,654,0.09009009009009009,0.0070921985815602835,1.0,2,0.20760233918128654,1
f8e76b740a60d51e4a5251bd81c12a35,0.0,0.0,0,0.0,0.2089728453364817,0.14762471975185912,819,1.370319640590331,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
077e52f0bfe7384facbb149f82a1ef65,0.0,0.0,0,0.0,0.2680047225501771,0.14762471975185912,819,1.4309938656734869,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.03938730853391685,1.0,19,0.00145985401459854,0.0,0.0,0,0.0,0.02127659574468085,1.0,4,0.05263157894736842,3
eb086b173f2495308331a97c75c8cb94,0.0,0.0,0,0.0,0.18890200708382526,0.14762471975185912,819,1.2307222125634245,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
431337e2b05aebd64271d85889d8ada9,0.34191176470588236,1.0,94,0.6931471805599453,0.269185360094451,0.14762471975185912,819,1.4022217075849979,0.09803921568627451,0.1025042163525922,662,2.12057393120585,0.024523160762942777,1.0,10,0.3010299956639812,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.07142857142857142,0.05073736366148241,654,0.21978021978021978,0.0,0.0,0,0.0,4
c2abaf13ff746828e749b01139534e28,0.0,0.0,0,0.0,0.10861865407319952,0.14762471975185912,819,1.1340734565472195,0.049019607843137254,0.1025042163525922,662,1.7403626894942439,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0392156862745098,0.05073736366148241,654,0.3902439024390244,0.0,0.0,0,0.0,2
0729411567c67c4ea1ab6f056d06c1b6,0.09191176470588235,1.0,26,1.3862943611198906,0.034238488783943324,0.14762471975185912,819,2.1245176229537677,0.0938375350140056,0.1025042163525922,662,3.263399331334002,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.010940919037199124,1.0,6,0.01184346035015448,0.07282913165266107,0.05073736366148241,654,0.19811320754716982,0.0,0.0,0,0.0,2
3115dcd3b1f241612481523d27bac48e,0.0,0.0,0,0.0,0.2703659976387249,0.14762471975185912,819,1.4023361382369324,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
a79aebb7e053f56ee2805d547722fc60,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.10784313725490197,0.1025042163525922,662,2.187520720836463,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0087527352297593,1.0,5,0.018292682926829267,0.036414565826330535,0.05073736366148241,654,0.3333333333333333,0.0,0.0,0,0.0,2
a1ae02b31ccb9dbcdaf7b9c07871eaa4,0.0,0.0,0,0.0,0.26564344746162927,0.14762471975185912,819,1.4161092757964362,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
92a98298316caf5bdbd65acfc20908a7,0.003676470588235294,0.5,4,39.14394658089878,0.031877213695395513,0.14762471975185912,819,2.315315462814589,0.08123249299719888,0.1025042163525922,662,3.3057811512549824,0.07084468664850135,0.11752508361204013,300,1.724275869600789,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.004201680672268907,0.6,5,0.07563025210084033,0.0,0.0,0,0.0,1
d2e9277e6ca761371d70af51ec4b6484,0.0,0.0,0,0.0,0.12750885478158205,0.14762471975185912,819,1.1750036996728235,0.15966386554621848,0.1025042163525922,662,2.530199698203082,0.02997275204359673,1.0,12,0.47712125471966244,0.0,0.0,0,0.0,0.015317286652078774,1.0,8,0.05925925925925926,0.07703081232492998,0.05073736366148241,654,0.21774193548387097,0.0,0.0,0,0.0,2
77632b571361837b1cce1b6382a107e9,0.0,0.0,0,0.0,0.09917355371900825,0.14762471975185912,819,1.658182402995239,0.08683473389355742,0.1025042163525922,662,2.0293837776852097,0.07356948228882834,0.11752508361204013,300,1.5563025007672873,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.06022408963585434,0.05073736366148241,654,0.19230769230769232,0.0,0.0,0,0.0,1
b595aa8004fe3dcfd13c6539d4361353,0.0,0.0,0,0.0,0.19716646989374262,0.14762471975185912,819,1.3645846455507427,0.15266106442577032,0.1025042163525922,662,2.4608978427565478,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0087527352297593,1.0,5,0.055248618784530384,0.07983193277310924,0.05073736366148241,654,0.23809523809523808,0.0,0.0,0,0.0,2
9315396f28f9515319183487b2b625e2,0.1323529411764706,1.0,37,2.1972245773362196,0.10979929161747343,0.14762471975185912,819,1.1471173340518432,0.03361344537815126,0.1025042163525922,662,3.9646367037885017,0.0326975476839237,1.0,13,0.8450980400142568,0.0,0.0,0,0.0,0.03282275711159737,1.0,16,0.002058823529411765,0.06442577030812326,0.05073736366148241,654,0.20408163265306123,0.0,0.0,1,0.31343283582089554,4
ee881a7f7d031f8530584c6267c5ce30,0.09191176470588235,1.0,26,1.3862943611198906,0.024793388429752063,0.14762471975185912,819,0.935993238383494,0.12044817927170869,0.1025042163525922,662,2.9822712330395684,0.08446866485013624,0.11752508361204013,300,2.214843848047698,0.0,0.0,0,0.0,0.010940919037199124,1.0,6,0.03564356435643564,0.04481792717086835,0.05073736366148241,654,0.1422924901185771,0.0,0.0,0,0.0,1
54cc1d3bc699ca58d54a262c8c8ffa88,0.1323529411764706,1.0,37,2.1972245773362196,0.0909090909090909,0.14762471975185912,819,1.5873349261614789,0.12605042016806722,0.1025042163525922,662,2.8639173769578603,0.051771117166212535,0.11752508361204013,300,1.4313637641589874,0.0,0.0,0,0.0,0.0087527352297593,1.0,5,0.08508014796547472,0.05322128851540616,0.05073736366148241,654,0.16161616161616163,0.0,0.0,0,0.0,1
0f1a0bc54bfb4c24251e7a35fc02848d,0.0,0.0,0,0.0,0.01652892561983471,0.14762471975185912,819,2.4483097922855293,0.15966386554621848,0.1025042163525922,662,2.4899584794248346,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.006564551422319475,1.0,4,0.032399780340472265,0.029411764705882353,0.05073736366148241,654,0.6,0.0070921985815602835,1.0,2,0.21454545454545454,3
73e5e28a9c7801adf90c3017513de66b,0.0,0.0,0,0.0,0.20543093270365997,0.14762471975185912,819,1.4592495139504402,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
4fc03afa6312748bcf22f405732241da,0.0,0.0,0,0.0,0.09208972845336481,0.14762471975185912,819,1.6293363186013803,0.1288515406162465,0.1025042163525922,662,2.711807229041191,0.08719346049046321,0.11752508361204013,300,2.2068258760318495,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.05322128851540616,0.05073736366148241,654,0.16170212765957448,0.0,0.0,0,0.0,1
63c59859d5caf530f69226a25b9e8ba5,0.0,0.0,0,0.0,0.20188902007083825,0.14762471975185912,819,1.2503759850947098,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
d37d26fed5763bf71e72076faf301700,0.0,0.0,0,0.0,0.20188902007083825,0.14762471975185912,819,1.2460612420767991,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
2ac14791aeb5198e7b22139c70ebc30b,0.0,0.0,0,0.0,0.0909090909090909,0.14762471975185912,819,1.6210060042833305,0.13445378151260504,0.1025042163525922,662,2.369215857410143,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.01312910284463895,1.0,7,0.024291497975708502,0.04481792717086835,0.05073736366148241,654,0.2926829268292683,0.0,0.0,0,0.0,2
5358e8926f7faebab66b09a87945f2a9,0.0,0.0,0,0.0,0.10035419126328217,0.14762471975185912,819,1.663988505130444,0.14565826330532214,0.1025042163525922,662,2.4082399653118496,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.03282275711159737,1.0,16,0.0020833333333333333,0.03361344537815126,0.05073736366148241,654,0.6923076923076923,0.0070921985815602835,1.0,2,0.06666666666666667,3
a6aa8fa44fbb9c595eaf44921953d692,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0784313725490196,0.1025042163525922,662,2.0530784434834195,0.051771117166212535,0.11752508361204013,300,1.2304489213782739,0.0,0.0,0,0.0,0.015317286652078774,1.0,8,0.0078125,0.03361344537815126,0.05073736366148241,654,0.6923076923076923,0.028368794326241134,1.0,5,0.25,3
b4af707a36e346bc38aefedb0b6f76cd,0.0,0.0,0,0.0,0.0885478158205431,0.14762471975185912,819,1.608596744701554,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0
a975ccb9858bd17c7baf27a66e32bd9a,0.34191176470588236,1.0,94,0.6931471805599453,0.1959858323494687,0.14762471975185912,819,1.2354175102051725,0.0742296918767507,0.1025042163525922,662,2.0,0.02997275204359673,1.0,12,0.47712125471966244,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.04201680672268908,0.05073736366148241,654,0.27586206896551724,0.0,0.0,0,0.0,4
1b0a6648aadb8cc3c656d4750dab7106,0.0,0.0,0,0.0,0.2680047225501771,0.14762471975185912,819,1.4300385721781623,0.004201680672268907,1.0,4,0.7781512503836436,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.07282913165266107,1.0,53,1.0,0.0,0.0,0,0.0,0
